"gene_id","molregno","selectivity","toolscore","source"
1432,"167995","1.11405445767018","8.91243566136146","bestclass_I"
8767,"250","0.690226149581874","5.52180919665499","bestclass_I"
2580,"14785","0.722387848108635","5.77910278486908","bestclass_I"
5600,"193962","0.801986382081523","6.41589105665218","bestclass_I"
1453,"1311579","0.645576164028469","5.16460931222775","bestclass_I"
5603,"109543","0.773372137306951","6.18697709845561","bestclass_I"
6300,"109543","0.773372137306951","6.18697709845561","bestclass_I"
5602,"409318","0.685502037301913","5.4840162984153","bestclass_I"
2064,"14805","1.01024615475795","8.08196923806361","bestclass_I"
1956,"650126","1.19093201037267","9.52745608298135","bestclass_I"
25,"361469","1.10021274070429","8.80170192563431","bestclass_I"
2065,"14785","0.826928487236255","6.61542789789004","bestclass_I"
2066,"650126","0.812074760047168","6.49659808037735","bestclass_I"
6532,"28220","0.846786334730309","6.77429067784248","bestclass_I"
6793,"167995","0.676424976633567","5.41139981306853","bestclass_I"
9748,"373381","0.647407990724985","5.17926392579988","bestclass_I"
2322,"573133","1.08059719216083","8.64477753728665","bestclass_I"
6790,"436277","0.971210385974305","7.76968308779444","bestclass_I"
202,"363083","0.904657013017895","7.23725610414316","bestclass_I"
9212,"363083","0.904657013017895","7.23725610414316","bestclass_I"
6795,"363083","0.762035165449363","6.0962813235949","bestclass_I"
5340,"1993082","0.706899372867489","5.65519498293991","bestclass_I"
2915,"1836995","0.659929515369347","5.27943612295477","bestclass_I"
3702,"350235","0.710202414412198","5.68161931529759","bestclass_I"
6868,"161001","0.743094053276282","5.94475242621026","bestclass_I"
1017,"361203","0.848795478316996","6.79036382653597","bestclass_I"
2932,"300825","0.78115874369123","6.24926994952984","bestclass_I"
1025,"71663","0.833165311254298","6.66532249003439","bestclass_I"
1019,"361203","0.902421880757902","7.21937504606322","bestclass_I"
1022,"71663","0.709686991350822","5.67749593080657","bestclass_I"
5129,"71663","0.627907432403583","5.02325945922866","bestclass_I"
5127,"71663","0.719345604319719","5.75476483455775","bestclass_I"
2931,"71663","0.671082287135783","5.36865829708626","bestclass_I"
5128,"71663","0.689509741471235","5.51607793176988","bestclass_I"
5294,"470511","0.779702361561707","6.23761889249365","bestclass_I"
5290,"568342","1.08161295638356","8.6529036510685","bestclass_I"
1066,"77749","0.659625449761706","5.27700359809365","bestclass_I"
6788,"299120","0.654249341989304","5.23399473591443","bestclass_I"
2159,"382084","1.00553705455306","8.0442964364245","bestclass_I"
2914,"1177420","0.686970558262593","5.49576446610075","bestclass_I"
3791,"165012","0.945703798319594","7.56563038655676","bestclass_I"
2321,"165012","0.887091720655742","7.09673376524593","bestclass_I"
3815,"205165","1.04208241655615","8.33665933244916","bestclass_I"
5156,"205165","0.871630537279616","6.97304429823693","bestclass_I"
1436,"430664","0.999691035615709","7.99752828492567","bestclass_I"
2324,"568338","0.800424692162064","6.40339753729651","bestclass_I"
5159,"205165","0.919811706911453","7.35849365529162","bestclass_I"
4593,"371147","0.656372089114655","5.25097671291724","bestclass_I"
1814,"94194","0.739261446285033","5.91409157028026","bestclass_I"
5734,"632646","0.75529616867509","6.04236934940072","bestclass_I"
2147,"64500","0.722114053698729","5.77691242958983","bestclass_I"
2475,"568342","0.810425998039279","6.48340798431423","bestclass_I"
4322,"493539","0.876277223020296","7.01021778416237","bestclass_I"
1111,"1560522","0.736265554906744","5.89012443925395","bestclass_I"
8317,"1286951","0.722706666390966","5.78165333112773","bestclass_I"
10013,"1336035","0.704611469074493","5.63689175259595","bestclass_I"
4233,"698457","1.11701627778213","8.93613022225706","bestclass_I"
6714,"62111","0.8499219657339","6.7993757258712","bestclass_I"
11183,"604615","0.655457876564265","5.24366301251412","bestclass_I"
3352,"16396","0.736591429632022","5.89273143705617","bestclass_I"
2053,"565613","0.642912053675634","5.14329642940508","bestclass_I"
3351,"16396","0.79150695747867","6.33205565982936","bestclass_I"
142,"1959075","0.875980514215193","7.00784411372154","bestclass_I"
100,"72191","0.758297755140469","6.06638204112375","bestclass_I"
238,"1173310","0.712545848624201","5.70036678899361","bestclass_I"
6098,"602271","0.653938908326019","5.23151126660815","bestclass_I"
5979,"573133","0.984632843678163","7.87706274942531","bestclass_I"
780,"88797","0.780998312905968","6.24798650324775","bestclass_I"
5581,"469313","0.734381265370146","5.87505012296117","bestclass_I"
5580,"144959","0.770656834292666","6.16525467434133","bestclass_I"
5583,"469313","0.813937010234969","6.51149608187975","bestclass_I"
5588,"144959","0.767354802084443","6.13883841667554","bestclass_I"
5566,"582954","0.682059949238587","5.45647959390869","bestclass_I"
5578,"582954","0.681139917302943","5.44911933842354","bestclass_I"
1803,"549980","0.848692632548954","6.78954106039163","bestclass_I"
640,"361469","0.733286720105381","5.86629376084305","bestclass_I"
5579,"144959","0.806173871758297","6.44939097406638","bestclass_I"
5292,"491688","0.67945860205884","5.43566881647072","bestclass_I"
415116,"144959","0.689066333652981","5.51253066922385","bestclass_I"
5138,"1560594","0.789242594630676","6.31394075704541","bestclass_I"
5347,"490644","1.00426605070601","8.03412840564808","bestclass_I"
23476,"490644","0.705266824698476","5.64213459758781","bestclass_I"
3932,"107756","0.848777838838569","6.79022271070855","bestclass_I"
5894,"510783","0.931380607068498","7.45104485654798","bestclass_I"
2339,"214404","0.718995934411448","5.75196747529158","bestclass_I"
2342,"214404","0.728559006551994","5.82847205241595","bestclass_I"
10733,"716337","0.798751237144513","6.3900098971561","bestclass_I"
1128,"451337","0.629237844645762","5.0339027571661","bestclass_I"
5747,"630975","0.679871159886877","5.43896927909501","bestclass_I"
85443,"367860","0.796240503391458","6.36992402713167","bestclass_I"
3717,"1153572","1.03051147527066","8.24409180216525","bestclass_I"
3718,"367860","1.10048411855001","8.80387294840005","bestclass_I"
3716,"367860","1.06384824348568","8.51078594788541","bestclass_I"
7297,"367860","0.958171417059697","7.66537133647758","bestclass_I"
148,"430431","0.681097912399643","5.44878329919715","bestclass_I"
9451,"1430615","0.69309666886134","5.54477335089072","bestclass_I"
10298,"469313","0.721008533950387","5.7680682716031","bestclass_I"
208,"469313","0.853267273155729","6.82613818524583","bestclass_I"
10000,"469313","0.795756880703727","6.36605504562982","bestclass_I"
57144,"469313","0.784519283193516","6.27615426554813","bestclass_I"
56924,"469313","0.73136874434035","5.8509499547228","bestclass_I"
5613,"469313","0.762607917653162","6.1008633412253","bestclass_I"
207,"469313","0.979986542279762","7.8398923382381","bestclass_I"
1024,"285177","0.686248539021256","5.48998831217005","bestclass_I"
7075,"568339","0.70001586210952","5.60012689687616","bestclass_I"
3480,"495436","0.822505061540148","6.58004049232118","bestclass_I"
10280,"127758","0.755459571676955","6.04367657341564","bestclass_I"
9263,"13048","0.641409567753273","5.13127654202618","bestclass_I"
5599,"349538","0.761828837078616","6.09463069662893","bestclass_I"
3350,"714071","0.72422366320271","5.79378930562168","bestclass_I"
5753,"1625919","0.768314856348606","6.14651885078885","bestclass_I"
8654,"562047","0.854942173655603","6.83953738924482","bestclass_I"
4914,"1948508","0.729710910073555","5.83768728058844","bestclass_I"
1901,"1823688","0.633447770239454","5.06758216191563","bestclass_I"
3065,"436432","0.67719671556226","5.41757372449808","bestclass_I"
6768,"7289","0.806397053112998","6.45117642490398","bestclass_I"
771,"1148","0.709229127124685","5.67383301699748","bestclass_I"
1326,"388445","0.734166953834775","5.8733356306782","bestclass_I"
4067,"361469","0.679548780412524","5.43639024330019","bestclass_I"
673,"510783","1.20589884608068","9.64719076864545","bestclass_I"
3897,"192589","0.645362252727337","5.16289802181869","bestclass_I"
7412,"192589","0.645362252727337","5.16289802181869","bestclass_I"
6401,"192589","0.675170947355145","5.40136757884116","bestclass_I"
3383,"192589","0.703142666026182","5.62514132820946","bestclass_I"
151,"74566","0.633180931015006","5.06544744812005","bestclass_I"
150,"74566","0.642628255831844","5.14102604665475","bestclass_I"
5293,"470511","0.964322396887062","7.7145791750965","bestclass_I"
5287,"568342","0.745403043666645","5.96322434933316","bestclass_I"
5591,"568342","0.799829892590743","6.39863914072594","bestclass_I"
5291,"568342","0.833509645405308","6.66807716324246","bestclass_I"
2261,"1178704","0.78542805017917","6.28342440143336","bestclass_I"
2260,"343041","0.755220393540088","6.0417631483207","bestclass_I"
2312,"343041","0.755220393540088","6.0417631483207","bestclass_I"
2263,"1178704","0.738627930626386","5.90902344501109","bestclass_I"
2444,"361469","0.712364058188275","5.6989124655062","bestclass_I"
5601,"167995","0.819774388614854","6.55819510891884","bestclass_I"
152,"62817","0.630794768061709","5.04635814449367","bestclass_I"
1513,"326884","0.703989848913916","5.63191879131133","bestclass_I"
3291,"387585","0.672629271994824","5.38103417595859","bestclass_I"
775,"419596","0.831319421477959","6.65055537182368","bestclass_I"
3249,"7289","0.64109495839632","5.12875966717056","bestclass_I"
4318,"37812","0.685354904884875","5.482839239079","bestclass_I"
3685,"140748","0.719319837982314","5.75455870385851","bestclass_I"
4321,"493537","0.641158341791609","5.12926673433287","bestclass_I"
10846,"1274904","0.683983919539533","5.47187135631626","bestclass_I"
4921,"426660","0.85644147713164","6.85153181705312","bestclass_I"
7086,"426660","0.85644147713164","6.85153181705312","bestclass_I"
613,"88797","0.799094386410855","6.39275509128684","bestclass_I"
27,"361469","0.744403527008541","5.95522821606833","bestclass_I"
147746,"276734","0.705193046679281","5.64154437343424","bestclass_I"
4314,"420204","0.668412030948871","5.34729624759097","bestclass_I"
6754,"1799495","0.628865770114071","5.03092616091257","bestclass_I"
10800,"21523","0.841280213371962","6.73024170697569","bestclass_I"
57105,"21523","0.825491334395248","6.60393067516199","bestclass_I"
6753,"1948402","0.738085573314257","5.90468458651406","bestclass_I"
9261,"378650","0.634452021777506","5.07561617422005","bestclass_I"
7046,"273","0.809120251303398","6.47296201042719","bestclass_I"
1510,"578848","0.781060412845673","6.24848330276539","bestclass_I"
11255,"299508","0.871684375182785","6.97347500146228","bestclass_I"
2847,"1344120","0.741296741866222","5.93037393492978","bestclass_I"
5604,"1037712","0.895395169302617","7.16316135442093","bestclass_I"
1815,"2246","0.766165987445747","6.12932789956598","bestclass_I"
1232,"421450","0.657277634515404","5.25822107612324","bestclass_I"
766,"366279","0.661307695305381","5.29046156244305","bestclass_I"
9475,"1289996","1.3169270995457","10.5354167963656","bestclass_I"
983,"359178","0.772090009643665","6.17672007714932","bestclass_I"
695,"361469","0.666144311750352","5.32915449400282","bestclass_I"
2050,"361469","0.719098677374281","5.75278941899425","bestclass_I"
2044,"361469","0.726062515471006","5.80850012376804","bestclass_I"
2534,"361469","0.700707772361081","5.60566217888865","bestclass_I"
2048,"361469","0.708963711688651","5.67170969350921","bestclass_I"
2047,"361469","0.692617791572322","5.54094233257857","bestclass_I"
3055,"361469","0.734241335101252","5.87393068081001","bestclass_I"
1969,"361469","0.671737376850218","5.37389901480174","bestclass_I"
7294,"361469","0.652474471679076","5.21979577343261","bestclass_I"
660,"361469","0.630408330344265","5.04326664275412","bestclass_I"
2043,"361469","0.638577610172731","5.10862088138185","bestclass_I"
7525,"361469","0.760450477781052","6.08360382224842","bestclass_I"
2042,"361469","0.773974681194467","6.19179744955574","bestclass_I"
2268,"361469","0.686667180174189","5.49333744139351","bestclass_I"
1445,"361469","0.648458777748879","5.18767022199103","bestclass_I"
2046,"361469","0.726062515471006","5.80850012376804","bestclass_I"
3795,"1334936","0.89635485017901","7.17083880143208","bestclass_I"
7301,"1511349","0.635252859672437","5.08202287737949","bestclass_I"
904,"14366","0.673999793760361","5.39199835008289","bestclass_I"
891,"14366","0.676099466948603","5.40879573558882","bestclass_I"
3676,"258636","0.73289076193899","5.86312609551192","bestclass_I"
595,"319858","0.631608300580203","5.05286640464162","bestclass_I"
3643,"495436","0.857869804547195","6.86295843637756","bestclass_I"
9262,"428508","0.706194342679208","5.64955474143367","bestclass_I"
5163,"1140766","0.629234556497986","5.03387645198389","bestclass_I"
5170,"1140766","0.629234556497986","5.03387645198389","bestclass_I"
51056,"40702","0.693153267927787","5.5452261434223","bestclass_I"
5592,"1311545","0.725731431393389","5.80585145114711","bestclass_I"
5593,"1311545","0.680302301211778","5.44241840969422","bestclass_I"
9252,"1311545","0.625620880342364","5.00496704273891","bestclass_I"
6093,"1311545","0.653248648940934","5.22598919152748","bestclass_I"
5729,"347722","0.727154595448079","5.81723676358463","bestclass_I"
7150,"465140","0.670787300724192","5.36629840579354","bestclass_I"
1859,"1286951","0.653514716780039","5.22811773424031","bestclass_I"
9149,"1286951","0.665921230937334","5.32736984749867","bestclass_I"
57396,"1286951","0.665921230937334","5.32736984749867","bestclass_I"
8658,"651088","0.627727249141959","5.02181799313567","bestclass_I"
80351,"651088","0.659898877908824","5.27919102327059","bestclass_I"
5972,"1783608","0.842378192501987","6.7390255400159","bestclass_I"
7010,"167995","0.634328241959574","5.07462593567659","bestclass_I"
3551,"600132","0.953350672240524","7.62680537792419","bestclass_I"
4915,"430664","0.766822497828629","6.13457998262903","bestclass_I"
2160,"1946809","0.893080908321403","7.14464726657123","bestclass_I"
440275,"568340","0.658828230806413","5.2706258464513","bestclass_I"
11113,"568340","0.634278622389211","5.07422897911368","bestclass_I"
3362,"1278902","0.63488468850335","5.0790775080268","bestclass_I"
2166,"1563326","0.71050035833974","5.68400286671792","bestclass_I"
3356,"244233","0.670521622628339","5.36417298102671","bestclass_I"
1432,"193962","1.03636110278811","8.29088882230491","bestclass_II"
8767,"33576","0.652729695901325","5.2218375672106","bestclass_II"
2580,"604615","0.686910752299724","5.49528601839779","bestclass_II"
5600,"109498","0.796246536737139","6.36997229389711","bestclass_II"
5603,"193962","0.737085978174627","5.89668782539702","bestclass_II"
6300,"167995","0.765762212244372","6.12609769795498","bestclass_II"
5602,"250","0.670728922260499","5.36583137808399","bestclass_II"
2064,"299120","0.853168133458713","6.82534506766971","bestclass_II"
1956,"1439146","0.773250351902404","6.18600281521923","bestclass_II"
25,"359195","0.900617605931288","7.20494084745031","bestclass_II"
6532,"458469","0.709080490051527","5.67264392041222","bestclass_II"
6793,"568340","0.65402004107252","5.23216032858016","bestclass_II"
2322,"371147","0.980857034683686","7.84685627746949","bestclass_II"
6790,"428508","0.926490149949921","7.41192119959937","bestclass_II"
202,"436277","0.781954890446838","6.2556391235747","bestclass_II"
9212,"436277","0.781954890446838","6.2556391235747","bestclass_II"
6795,"436277","0.740700450489105","5.92560360391284","bestclass_II"
3702,"514407","0.68210301292997","5.45682410343976","bestclass_II"
6868,"1142932","0.700078527811644","5.60062822249315","bestclass_II"
1017,"14221","0.7644384360636","6.1155074885088","bestclass_II"
2932,"78560","0.691757580522762","5.5340606441821","bestclass_II"
1025,"14366","0.747301988509029","5.97841590807223","bestclass_II"
1019,"511261","0.809920136879009","6.47936109503207","bestclass_II"
2931,"220184","0.636529403534578","5.09223522827663","bestclass_II"
5294,"1445393","0.764377196933335","6.11501757546668","bestclass_II"
2159,"344119","0.896183170393761","7.16946536315009","bestclass_II"
3791,"276734","0.915586032621237","7.3246882609699","bestclass_II"
2321,"568338","0.80632265575217","6.45058124601736","bestclass_II"
3815,"568338","1.0420099817817","8.33607985425361","bestclass_II"
5156,"24798","0.79469073200032","6.35752585600256","bestclass_II"
1436,"573133","0.849891964882069","6.79913571905656","bestclass_II"
2324,"438153","0.730721640776019","5.84577312620815","bestclass_II"
5159,"24798","0.79469073200032","6.35752585600256","bestclass_II"
2147,"408987","0.68343298878451","5.46746391027608","bestclass_II"
2475,"705446","0.630269670352669","5.04215736282135","bestclass_II"
4322,"1275168","0.637710498584115","5.10168398867292","bestclass_II"
1111,"370916","0.71419662639551","5.71357301116408","bestclass_II"
8317,"1283942","0.693641776884277","5.54913421507422","bestclass_II"
10013,"239841","0.62672296228476","5.01378369827808","bestclass_II"
4233,"602271","0.927498030705475","7.4199842456438","bestclass_II"
3352,"265025","0.733029419343835","5.86423535475068","bestclass_II"
142,"651088","0.792620971793366","6.34096777434693","bestclass_II"
238,"602271","0.705820497953561","5.64656398362849","bestclass_II"
5979,"568338","0.781819477722337","6.25455582177869","bestclass_II"
780,"276734","0.759483181141996","6.07586544913597","bestclass_II"
5581,"144959","0.710171579432072","5.68137263545658","bestclass_II"
5580,"469313","0.683991258588476","5.47193006870781","bestclass_II"
5583,"582954","0.627917593383725","5.0233407470698","bestclass_II"
5588,"469313","0.762926998616684","6.10341598893347","bestclass_II"
1803,"1378032","0.803410276187726","6.42728220950181","bestclass_II"
640,"41764","0.626048518420974","5.00838814736779","bestclass_II"
5292,"144959","0.676140448102025","5.4091235848162","bestclass_II"
5347,"475734","0.664045691945723","5.31236553556579","bestclass_II"
3932,"361469","0.775164078975946","6.20131263180757","bestclass_II"
5894,"276734","0.928739845388193","7.42991876310555","bestclass_II"
3717,"367860","1.02827506767746","8.22620054141966","bestclass_II"
3718,"1153572","0.772153635561185","6.17722908448948","bestclass_II"
3716,"1153572","0.937268647968431","7.49814918374745","bestclass_II"
7297,"1153572","0.92272672204754","7.38181377638032","bestclass_II"
207,"350635","0.660289326007745","5.28231460806196","bestclass_II"
1024,"568339","0.636019698438111","5.08815758750489","bestclass_II"
7075,"167995","0.667879964299866","5.34303971439892","bestclass_II"
5599,"353635","0.706135305836998","5.64908244669599","bestclass_II"
3350,"197859","0.667450425488361","5.33960340390689","bestclass_II"
8654,"44920","0.731221467305128","5.84977173844103","bestclass_II"
3065,"1180204","0.672336824916952","5.37869459933562","bestclass_II"
6768,"351768","0.676852282304955","5.41481825843964","bestclass_II"
4067,"1293875","0.656057228920169","5.24845783136135","bestclass_II"
673,"568340","0.867227226353459","6.93781781082767","bestclass_II"
5293,"700989","0.715984062852056","5.72787250281645","bestclass_II"
2260,"1178704","0.743903129728002","5.95122503782402","bestclass_II"
2312,"1178704","0.743903129728002","5.95122503782402","bestclass_II"
2444,"568338","0.634713082708637","5.0777046616691","bestclass_II"
5601,"349538","0.696449229078343","5.57159383262674","bestclass_II"
